0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.760220218003041737e-09 -5.496629011014491084e+00 1.143379312884043486e+00
4.760220218003041737e-09 -5.496629011014491084e+00 1.143379312884043486e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.520440426968029612e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
4.760220218244235468e+00 2.748314254036476001e+00 1.143379312884043486e+00
1.428066064045204442e+01 -8.244943265050967085e+00 0.000000000000000000e+00
1.428066064045204442e+01 -8.244943265050967085e+00 0.000000000000000000e+00
1.428066064045204442e+01 -8.244943265050967085e+00 0.000000000000000000e+00
1.428066064045204442e+01 -8.244943265050967085e+00 0.000000000000000000e+00
2.380110107218029469e+01 -1.374157227606545817e+01 1.143379312884043486e+00
2.380110107218029469e+01 -1.374157227606545817e+01 1.143379312884043486e+00
2.380110107218029469e+01 -1.374157227606545817e+01 1.143379312884043486e+00
2.380110107218029469e+01 -1.374157227606545817e+01 1.143379312884043486e+00
2.380110107218029469e+01 -1.374157227606545817e+01 1.143379312884043486e+00
2.380110107218029469e+01 -1.374157227606545817e+01 1.143379312884043486e+00
2.856132128090408884e+01 -1.648988653010193417e+01 0.000000000000000000e+00
2.856132128090408884e+01 -1.648988653010193417e+01 0.000000000000000000e+00
2.856132128090408884e+01 -1.648988653010193417e+01 0.000000000000000000e+00
2.856132128090408884e+01 -1.648988653010193417e+01 0.000000000000000000e+00
2.856132128090408884e+01 -1.648988653010193417e+01 0.000000000000000000e+00
2.856132128566430950e+01 -2.198651554111642525e+01 1.143379312884043486e+00
2.856132128566430950e+01 -2.198651554111642525e+01 1.143379312884043486e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
3.332154149438810009e+01 -2.473482979515290126e+01 0.000000000000000000e+00
2.856132128566430595e+01 -2.198651554111642525e+01 1.143379312884043486e+00
2.856132128566430595e+01 -2.198651554111642525e+01 1.143379312884043486e+00
